"question_content";"question_content_image";"answer_content";"answer_content_image";"box_number";"last_reviewed"
"Donner la définition de la pulsation.";"";"La pulsation (ou fréquence angulaire) correspond à la vitesse angulaire du vecteur tournant qui représente un signal sinusoïdal dans le plan complexe. Elle est liée à la fréquence par la relation $\omega = 2\pi f$.";"";"1";"2026-06-14 16:40:10"
"Quels sont les symboles de grandeur et d'unité de la pulsation ?";"";"La pulsation est représentée par la lettre grecque $\omega$ (oméga) et s'exprime en radians par seconde $[rad/s]$.";"";"1";"2026-06-14 16:40:11"
"Quelle est la pulsation d'une tension de 110 V - 50 Hz ?";"";"La pulsation est liée à la fréquence par la relation $\omega = 2\pi f = 2\pi \cdot 50 = 100\pi = 314,16$ $[rad/s]$. La tension (110 V) n'intervient pas dans ce calcul.";"";"1";"2026-06-14 16:40:12"
"Qu'appelle-t-on valeur de crête et quel symbole utilise-t-on ?";"";"La valeur de crête (ou valeur maximale, amplitude) est la valeur maximale atteinte par le signal alternatif pendant un cycle. Elle est représentée par le symbole $\hat{I}$ ou $I_{max}$ pour le courant, et $\hat{U}$ ou $U_{max}$ pour la tension.";"";"1";"2026-06-14 16:40:13"
"Qu'entend-on par valeur efficace ?";"";"La valeur efficace d'un courant alternatif est la valeur du courant continu qui produirait le même effet thermique (même puissance dissipée) dans une résistance donnée. Mathématiquement, c'est la racine carrée de la moyenne des carrés des valeurs instantanées.";"";"1";"2026-06-14 16:40:14"
"Quel est le rapport entre valeur de crête et valeur efficace (signal sinusoïdal) ?";"";"Pour un signal sinusoïdal, la valeur efficace est égale à la valeur de crête divisée par racine de 2 : $I_{eff} = \dfrac{\hat{I}}{\sqrt{2}} = 0,707 \cdot \hat{I}$.";"";"1";"2026-06-14 16:40:15"
"Combien de fois par seconde une lampe à incandescence de 100 W raccordée sur le réseau va-t-elle s'éteindre ?";"";"Une lampe à incandescence ne s'éteint jamais complètement lorsqu'elle est alimentée par un courant alternatif. L'inertie thermique du filament maintient ce dernier à une température élevée même lorsque le courant passe par zéro, ce qui se produit deux fois par période (100 fois par seconde sur un réseau 50 Hz).";"";"1";"2026-06-14 16:40:16"
"Donner la définition de la valeur instantanée.";"";"La valeur instantanée est la valeur du signal (courant ou tension) à un instant précis t. Pour un courant alternatif sinusoïdal, elle s'exprime par $i(t) = \hat{I} \cdot \sin(\omega t + \phi)$.";"";"1";"2026-06-14 16:40:17"
"Qu'entend-on par récepteur purement ohmique ?";"";"Un récepteur purement ohmique (ou résistif) est un récepteur qui ne contient que des résistances, sans inductance ni capacité. Dans un tel récepteur, le courant et la tension sont en phase.";"";"1";"2026-06-14 16:40:18"
"Quel est le déphasage entre la tension et le courant dans le cas d'un récepteur purement ohmique ?";"";"Dans un récepteur purement ohmique, la tension et le courant sont en phase, ce qui signifie que le déphasage est nul ($\varphi = 0°$).";"";"1";"2026-06-14 16:40:19"
"Dans quel pays peut-on raccorder un récepteur alimenté en tension de crête de 155 V ?";"";"Une tension de crête de 155 V correspond à une tension efficace de $\dfrac{155}{\sqrt{2}} = 110$ V. Cette tension correspond au réseau français où la tension efficace normalisée est de 230 V (avec une tolérance), donnant une tension de crête d'environ 325 V.";"";"1";"2026-06-14 16:40:20"
"Qu'entend-on par valeur efficace ?";"";"La valeur efficace d'un courant alternatif est la valeur du courant continu qui produirait le même effet thermique (même puissance dissipée) dans une résistance donnée. Mathématiquement, c'est la racine carrée de la moyenne des carrés des valeurs instantanées.";"";"1";"2026-06-14 16:40:21"
"Quel est le rapport entre valeur de crête et valeur efficace (signal sinusoïdal) ?";"";"Pour un signal sinusoïdal, la valeur efficace est égale à la valeur de crête divisée par racine de 2 : $I_{eff} = \dfrac{\hat{I}}{\sqrt{2}} = 0,707 \cdot \hat{I}$.";"";"1";"2026-06-14 16:40:22"
"Quelle sera la tension maximale aux bornes d'une sonnette alimentée par un transformateur 24 V - 50 Hz ?";"";"La tension de 24 V indiquée pour le transformateur est une valeur efficace. La tension maximale (ou de crête) sera donc $\hat{U} = U_{eff} \cdot \sqrt{2} = 24 \cdot \sqrt{2} = 34$ V.";"";"1";"2026-06-14 16:40:23"
"Combien de fois par seconde une lampe à incandescence de 100 W raccordée sur le réseau va-t-elle s'éteindre ?";"";"Une lampe à incandescence ne s'éteint jamais complètement lorsqu'elle est alimentée par un courant alternatif. L'inertie thermique du filament maintient ce dernier à une température élevée même lorsque le courant passe par zéro, ce qui se produit deux fois par période.";"";"1";"2026-06-14 16:40:24"
"Donner la définition de la valeur instantanée.";"";"La valeur instantanée est la valeur du signal (courant ou tension) à un instant précis t. Pour un courant alternatif sinusoïdal, elle s'exprime par $i(t) = \hat{I} \cdot \sin(\omega t + \phi)$.";"";"1";"2026-06-14 16:40:25"
"On dispose d'un courant de 10 A (valeur efficace) – 50 Hz. Déterminer la valeur instantanée lorsque le vecteur fait un angle de +170° avec l'axe horizontal.";"";"La valeur instantanée est $i = \hat{I} \cdot \sin(170°) = 10 \cdot \sqrt{2} \cdot \sin(170°) = 14,1 \cdot 0,9848 = -14,1$ A. Le sinus de 170° étant négatif, le courant est dans le sens opposé à la référence.";"";"1";"2026-06-14 16:40:26"
"Qu'entend-on par récepteur purement ohmique ?";"";"Un récepteur purement ohmique (ou résistif) est un récepteur qui ne contient que des résistances, sans inductance ni capacité. Son impédance se réduit à sa résistance.";"";"1";"2026-06-14 16:40:27"
"Quel est le déphasage entre la tension et le courant dans le cas d'un récepteur purement ohmique ?";"";"Dans un récepteur purement ohmique, la tension et le courant sont en phase, ce qui signifie que le déphasage est nul ($\varphi = 0°$).";"";"1";"2026-06-14 16:40:28"
"Qu'est-ce que la puissance active et quel est l'appareil qui la mesure ?";"";"La puissance active est la puissance réellement consommée ou dissipée par un récepteur, transformée en une autre forme d'énergie (chaleur, travail mécanique, etc.). Elle est mesurée par un wattmètre.";"";"1";"2026-06-14 16:40:29"
"Quels sont les symboles de grandeur et d'unité de la puissance active ?";"";"La puissance active est représentée par la lettre $P$ et s'exprime en watts $[W]$.";"";"1";"2026-06-14 16:40:30"
"Un radiateur électrique de résistance R = 45 Ω est branché sur le réseau 230 V. Calculer l'intensité dans la ligne.";"";"Le radiateur étant un récepteur purement résistif, l'intensité est calculée par la loi d'Ohm : $I = \dfrac{U}{R} = \dfrac{230}{45} = 5,1$ A.";"";"1";"2026-06-14 16:40:31"
"Une lampe à incandescence de 75 W - 230 V fonctionne pendant 6 heures. Calculer sa résistance et combien de tours a fait le disque du compteur si la constante c = 250 tr/kWh ?";"";"La résistance de la lampe est $R = \dfrac{U^2}{P} = \dfrac{230^2}{75} = 705$ Ω. L'énergie consommée est $W = P \cdot t = 75 \cdot 6 = 450$ Wh = 0,45 kWh. Le nombre de tours est $n = c \cdot W = 250 \cdot 0,45 = 112,5$ tours.";"";"1";"2026-06-14 16:40:32"
"Sous quelle tension est alimentée une résistance de $25 [Ω]$ dont le courant est de $5 [A]$ ?";"";"En appliquant la loi d'Ohm, la tension aux bornes de la résistance est $U = R \cdot I = 25 \cdot 5 = 125 [V]$.";"";"1";"2026-06-14 16:40:33"
"Qu'entend-on par récepteur purement inductif ?";"";"Un récepteur purement inductif est un récepteur idéal qui ne contient que des inductances (bobines) sans résistance. Dans la pratique, tous les récepteurs inductifs possèdent une certaine résistance.";"";"1";"2026-06-14 16:40:34"
"Pourquoi la tension et le courant sont-ils déphasés dans un récepteur purement inductif ?";"";"Dans un récepteur inductif, l'établissement du courant s'oppose à ses variations selon la loi de Lenz. Cette opposition crée un décalage temporel, donc un déphasage, entre la tension et le courant. La bobine stocke temporairement l'énergie sous forme magnétique lors de l'augmentation du courant, puis la restitue au circuit lors de sa diminution. Cette alternance constante crée un décalage temporel entre la tension appliquée et l'établissement du courant";"";"1";"2026-06-14 16:40:35"
"Quel est le déphasage entre la tension et le courant dans le cas d'un récepteur purement inductif ?";"";"Dans un récepteur purement inductif, la tension est en avance de 90° sur le courant, ce qui correspond à un déphasage $\varphi = +90°$. On dit aussi que le courant est en retard de 90° sur la tension.";"";"1";"2026-06-14 16:40:36"
"Donner la définition de la réactance d'induction.";"";"La réactance d'induction est l'opposition qu'offre une bobine idéale au passage du courant alternatif. C'est le rapport entre la tension efficace et le courant efficace dans une bobine pure : $X_L = \dfrac{U}{I} = L \cdot \omega = 2\pi f \cdot L$.";"";"1";"2026-06-14 16:40:37"
"Quels sont les symboles de grandeur et d'unité de la réactance d'induction ?";"";"La réactance d'induction est symbolisée par $X_L$ et s'exprime en ohms $[Ω]$, comme la résistance.";"";"1";"2026-06-14 16:40:38"
"Une bobine de résistance négligeable est raccordée sous $230 [V] - 50 [Hz]$. Calculer l'intensité du courant qui la traverse si son inductance est de $0,2 [H]$.";"";"La réactance de la bobine est $X_L = 2\pi f \cdot L = 2\pi \cdot 50 \cdot 0,2 = 62,8$ $[Ω]$. Le courant est donc $I = \dfrac{U}{X_L} = \dfrac{230}{62,8} = 3,66 [A]$.";"";"1";"2026-06-14 16:40:39"
"Qu'est-ce que la puissance réactive et quel est l'appareil qui la mesure ?";"";"La puissance réactive est la puissance qui est échangée périodiquement entre la source et les éléments réactifs du circuit (inductances et condensateurs) sans être consommée. Elle est mesurée par un varmètre.";"";"1";"2026-06-14 16:40:40"
"Quels sont les symboles de grandeur et d'unité de la puissance réactive ?";"";"La puissance réactive est représentée par la lettre $Q$ et s'exprime en voltampères réactifs $[var]$.";"";"1";"2026-06-14 16:40:41"
"Une bobine de résistance négligeable est parcourue par un courant de $0,5 [A]$ sous une tension de $230 [V] - 50 [Hz]$. Calculer son inductance.";"";"La réactance de la bobine est $X_L = \dfrac{U}{I} = \dfrac{230}{0,5} = 460 [Ω]$. L'inductance est donc $L = \dfrac{X_L}{2\pi f} = \dfrac{460}{2\pi \cdot 50} = 1,46 [H]$.";"";"1";"2026-06-14 16:40:42"
"Calculer sous quelle tension il faut alimenter une bobine pure, si $L = 0,5 [H]$ et que le courant ne doit pas dépasser $0,4 [A]$, dans le cas où $f = 50 [Hz]$.";"";"La réactance de la bobine est $X_L = 2\pi f \cdot L = 2\pi \cdot 50 \cdot 0,5 = 157 [Ω]$. La tension maximale est donc $U = X_L \cdot I = 157 \cdot 0,4 = 63 [V]$.";"";"1";"2026-06-14 16:40:43"
"Qu'entend-on par récepteur purement capacitif ?";"";"Un récepteur purement capacitif est un récepteur idéal qui ne contient que des condensateurs sans résistance. Dans la pratique, tous les récepteurs capacitifs possèdent une certaine résistance.";"";"1";"2026-06-14 16:40:44"
"Pourquoi la tension et le courant sont-ils déphasés dans un récepteur purement capacitif ?";"";"Au début d'une alternance positive (tension nulle mais en croissance), le condensateur est vide → courant maximal pour charger les armatures. Lorsque la tension atteint son maximum, le condensateur est saturé → courant nul. En début d'alternance négative, le condensateur se décharge violemment → courant maximal inverse.";"";"1";"2026-06-14 16:40:45"
