"question_content";"question_content_image";"answer_content";"answer_content_image";"box_number";"last_reviewed"
"Quelle est la caractéristique des conducteurs électriques ?";"";"Les conducteurs électriques se caractérisent par la présence de nombreux électrons libres pouvant se déplacer facilement dans le matériau.";"";"1";"2026-06-08 17:13:19"
"Citer quelques exemples d'isolants, de conducteurs électriques et de semi-conducteurs.";"";"Le verre et le caoutchouc sont des isolants, le cuivre et l'argent sont d'excellents conducteurs, et le silicium et le germanium sont des semi-conducteurs typiques.";"";"1";"2026-06-08 17:13:19"
"Comment peut-on déceler le passage du courant électrique ?";"";"Le passage du courant électrique se détecte par ses effets observables comme les effets magnétiques (déviation d'une boussole), thermiques (chaleur) ou chimiques.";"";"1";"2026-06-08 17:13:19"
"Citer un effet principal du courant électrique et donner des exemples pratiques.";"";"L'effet thermique est basé sur l'effet Joule, qui stipule que la chaleur obtenue est proportionnelle au carré de l'intensité du courant et à la résistance du conducteur. Les autres propositions sont clairement incorrectes : L'effet lumineux direct n'existe pas ; la lumière dans les ampoules est obtenue par l'effet thermique (incandescence) ou par d'autres phénomènes (luminescence dans les LED). L'effet sonore tel que décrit n'existe pas ; le son dans les appareils électriques est généralement obtenu par des vibrations mécaniques induites électromagnétiquement, et non directement par le courant.";"";"1";"2026-06-08 17:13:19"
"Quels sont les dangers de l'électricité ?";"";"Les principaux dangers de l'électricité sont l'électrocution (choc électrique pouvant être mortel), les incendies et les explosions dues à des courts-circuits.";"";"1";"2026-06-08 17:13:19"
"Que désigne le symbole DC ? D'où vient cette abréviation ?";"";"DC signifie Direct Current (courant continu en anglais), désignant un courant électrique circulant toujours dans le même sens.";"";"1";"2026-06-08 17:13:19"
"Quelles sont les sources qui fournissent directement du courant continu ?";"";"Les piles, batteries et cellules photovoltaïques sont des sources typiques de courant continu.";"";"1";"2026-06-08 17:13:19"
"Citer deux récepteurs qui doivent être alimentés avec une tension continue.";"";"Les LED (diodes électroluminescentes) et les circuits électroniques sont des exemples de récepteurs fonctionnant en courant continu.";"";"1";"2026-06-08 17:13:19"
"Que désigne le symbole AC ? D'où vient cette abréviation ?";"";"AC signifie Alternating Current (courant alternatif en anglais), désignant un courant qui change périodiquement de sens.";"";"1";"2026-06-08 17:13:19"
"Quelles sont les sources qui fournissent à leurs bornes du courant alternatif ?";"";"Les alternateurs et les générateurs électriques sont les principales sources de courant alternatif.";"";"1";"2026-06-08 17:13:19"
"Citer deux récepteurs fonctionnant en courant alternatif.";"";"Les moteurs asynchrones et les transformateurs sont des exemples de récepteurs fonctionnant en courant alternatif.";"";"1";"2026-06-08 17:13:19"
"Mentionner deux méthodes pour générer de l'électricité.";"";"L'électricité peut être obtenue par effet magnétique (alternateurs, dynamos) et par effet photovoltaïque (cellules solaires), parmi d'autres techniques.";"";"1";"2026-06-08 17:13:19"
